WeatherPy_Database.csv,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
454,Buraydah,SA,26.326,43.975,94.6,11,0,10.38,clear sky
455,Owando,CG,-0.4819,15.8999,72.91,87,84,2.21,light rain
456,Rakiv Lis,UA,51.6217,24.9243,63.05,76,11,3.65,few clouds
457,Salmas,IR,38.1973,44.7653,78.24,25,6,3.06,clear sky
458,San Roque,ES,36.2107,-5.3842,79.63,61,0,6.91,clear sky
459,Talcahuano,CL,-36.7167,-73.1167,53.28,62,0,12.66,clear sky
460,Robertsport,LR,6.7533,-11.3686,77.85,74,100,12.03,overcast clouds
461,Usinsk,RU,65.9939,57.5281,63.45,64,1,13.04,clear sky
462,Bayshore Gardens,US,27.4253,-82.5904,94.06,58,7,1.99,clear sky
463,Phuket,TH,8.0,98.25,87.1,83,20,8.05,light rain
464,Beloha,MG,-25.1667,45.05,67.24,53,0,12.68,clear sky
465,Vestmannaeyjar,IS,63.4427,-20.2734,52.79,93,75,9.22,broken clouds
466,Saint-Pierre,RE,-21.3393,55.4781,67.68,73,20,17.27,few clouds
467,Palma Di Montechiaro,IT,37.1926,13.765,82.31,62,2,3.4,clear sky
468,Gimbi,ET,9.1667,35.8333,54.39,97,98,3.15,overcast clouds
469,Odweyne,SO,9.4092,45.064,76.1,45,87,19.91,overcast clouds
470,Barber,CW,12.2833,-69.0667,85.98,66,0,12.66,clear sky
471,Seoul,KR,37.5683,126.9778,76.39,81,100,3.69,overcast clouds
472,Danville,US,36.586,-79.395,89.02,61,75,5.99,broken clouds
473,Iracoubo,GF,5.4802,-53.2011,80.69,81,83,8.43,broken clouds
474,Baie-Saint-Paul,CA,47.4411,-70.4986,79.99,62,21,14.5,few clouds
475,Havoysund,NO,70.9963,24.6622,53.83,92,52,7.58,broken clouds
476,Atherton,GB,53.5237,-2.4935,89.74,46,97,3.0,overcast clouds
477,Iquitos,PE,-3.7481,-73.2472,86.04,74,75,3.44,broken clouds
478,Goroka,PG,-6.0834,145.3873,60.12,98,99,1.05,overcast clouds
479,Luena,AO,-11.7833,19.9167,57.83,42,1,3.85,clear sky
480,Kainantu,PG,-6.2887,145.8655,59.43,97,71,1.43,broken clouds
481,Menongue,AO,-14.6585,17.691,56.12,38,0,3.87,clear sky
482,Vao,NC,-22.6667,167.4833,73.45,88,100,15.59,moderate rain
483,Gazli,UZ,40.1333,63.45,93.63,17,0,19.51,clear sky
484,Fare,PF,-16.7,-151.0167,77.43,68,6,8.52,light rain
485,Kiruna,SE,67.8557,20.2251,54.52,76,100,6.91,overcast clouds
486,Bairiki,KI,1.3292,172.9752,80.6,83,20,10.36,few clouds
487,Kerema,PG,-7.9631,145.7785,75.83,93,100,6.82,overcast clouds
488,San Juan,AR,-31.5375,-68.5364,63.25,23,0,7.2,clear sky
489,Tokur,RU,53.1333,132.9,50.34,97,100,4.36,overcast clouds
490,Simao,CN,22.7886,100.9748,66.24,98,100,1.79,moderate rain
491,Karasburg,NA,-28.0167,18.75,53.83,56,33,11.9,scattered clouds
492,Kloulklubed,PW,7.0419,134.2556,83.03,73,99,8.5,overcast clouds
493,Uthal,PK,25.8072,66.6219,84.11,86,100,8.52,overcast clouds
494,Malumfashi,NG,11.7853,7.6218,76.44,70,99,7.31,overcast clouds
495,Tosham,IN,28.8833,75.9167,93.24,54,14,4.54,few clouds
496,Jizan,SA,17.3333,42.6667,92.34,29,100,4.9,moderate rain
497,Olden,NO,61.8364,6.8064,72.1,76,100,5.86,overcast clouds
498,Svencionys,LT,55.15,26.1667,58.84,95,77,5.35,broken clouds
499,Carauari,BR,-4.8828,-66.8958,85.78,58,100,1.57,overcast clouds
500,Burnie,AU,-41.0667,145.9167,35.94,72,0,5.73,clear sky
501,Pacific Grove,US,36.6177,-121.9166,76.24,86,40,9.22,scattered clouds
502,Bastrop,US,32.7562,-91.8724,98.69,51,0,1.99,clear sky
503,Nanaimo,CA,49.1663,-123.936,74.21,73,29,1.99,scattered clouds
504,Riberalta,BO,-10.9833,-66.1,94.14,28,0,4.92,clear sky
505,Vanavara,RU,60.34,102.2797,57.27,72,100,2.84,overcast clouds
506,Glenwood Springs,US,39.5505,-107.3248,90.41,35,40,9.22,scattered clouds
507,Harper,LR,4.375,-7.7169,74.44,73,91,8.01,overcast clouds
508,Channel-Port Aux Basques,CA,47.5702,-59.1367,61.52,99,100,15.84,overcast clouds
509,Ojinaga,MX,29.5667,-104.4167,101.41,25,0,4.61,clear sky
510,Matias Barbosa,BR,-21.8692,-43.3194,81.48,45,48,4.56,scattered clouds
511,Balkanabat,TM,39.5108,54.3671,93.43,27,0,2.98,clear sky
512,Luganville,VU,-15.5333,167.1667,77.18,86,56,7.34,broken clouds
513,Wuwei,CN,37.9281,102.6414,67.42,34,27,5.61,scattered clouds
514,Takoradi,GH,4.8845,-1.7554,74.21,76,98,7.74,overcast clouds
515,Brewster,US,41.3973,-73.6171,92.26,51,0,11.5,clear sky
516,Arrifes,PT,37.7667,-25.7,70.05,83,75,8.05,broken clouds
517,Nove Mesto Na Morave,CZ,49.5614,16.0742,73.35,64,6,1.1,clear sky
518,Derbent,RU,42.0678,48.2899,78.42,73,5,16.33,clear sky
519,Garoua,CM,9.3,13.4,76.89,82,89,3.76,overcast clouds
520,Taltal,CL,-25.4,-70.4833,65.46,58,24,5.61,few clouds
521,Champerico,GT,14.3,-91.9167,85.8,73,96,5.14,overcast clouds
522,Staunton,US,38.1496,-79.0717,84.96,78,100,6.91,overcast clouds
523,Sernur,RU,56.9333,49.1536,56.73,85,0,12.86,clear sky
524,Port Lincoln,AU,-34.7333,135.8667,50.59,66,96,12.03,overcast clouds
525,Wanparti,IN,16.3667,78.0667,80.19,73,93,6.22,overcast clouds
526,Akkermanovka,RU,51.2467,58.2391,71.1,47,11,12.88,few clouds
527,Malpe,IN,13.35,74.7167,78.1,86,98,5.28,overcast clouds
528,Hun,LY,29.1268,15.9477,88.02,26,0,15.52,clear sky
529,College,US,64.8569,-147.8028,55.35,84,75,4.61,broken clouds
530,Phalaborwa,ZA,-23.943,31.1411,68.61,61,60,3.18,broken clouds
531,Sayyan,YE,15.1718,44.3244,62.83,62,100,5.44,overcast clouds
532,North Platte,US,41.1239,-100.7654,96.69,15,0,8.05,clear sky
533,Donskoye,RU,45.4552,41.9741,65.25,90,84,4.97,broken clouds
534,Kudahuvadhoo,MV,2.6708,72.8944,80.76,80,100,15.01,overcast clouds
535,Luba,GQ,3.4568,8.5547,76.86,81,54,8.3,broken clouds
536,Boysun,UZ,38.2061,67.1986,81.68,18,0,3.96,clear sky
537,Zakamensk,RU,50.3741,103.2863,52.9,97,100,2.77,overcast clouds
538,Soltsy,RU,58.1239,30.3238,57.52,97,2,5.08,light rain
539,Hangu,CN,39.2489,117.7892,82.44,64,100,8.05,overcast clouds
540,Krasnovka,RU,48.8177,40.0923,65.57,45,58,9.8,broken clouds
541,Bunga,PH,11.4838,124.5918,78.66,90,17,4.61,few clouds
542,Elko,US,41.0002,-115.5012,87.75,30,42,7.0,scattered clouds
543,Maceio,BR,-9.6658,-35.7353,76.5,78,15,10.85,few clouds
544,Novobataysk,RU,46.8981,39.7819,74.8,50,0,8.23,clear sky
545,Zanjan,IR,36.6736,48.4787,72.36,43,0,9.31,clear sky
546,Kuldiga,LV,56.974,21.9572,65.89,89,12,5.14,few clouds
547,Oyama,JP,36.3,139.8,75.09,98,45,3.67,scattered clouds
548,Toamasina,MG,-18.1667,49.3833,67.96,83,41,10.36,light rain
549,Waimana,NZ,-38.15,177.0833,60.04,99,100,3.83,overcast clouds
550,Lucknow,IN,26.85,80.9167,87.78,84,75,5.75,haze
551,Unity,CA,52.4501,-109.1682,78.26,45,9,14.32,clear sky
552,Elban,RU,50.1018,136.5094,57.25,97,98,4.65,overcast clouds
553,Mayo,US,38.8876,-76.5119,92.3,59,0,4.61,clear sky
554,San Miguel,SV,13.4833,-88.1833,92.59,47,98,5.44,overcast clouds
555,Svetlaya,RU,46.5389,138.3297,60.82,97,98,7.09,overcast clouds
556,Plock,PL,52.5468,19.7064,71.71,51,41,6.58,scattered clouds
557,Lahaina,US,20.8783,-156.6825,82.4,70,5,11.79,clear sky
558,Salinopolis,BR,-0.6136,-47.3561,81.25,80,96,10.47,overcast clouds
559,Georgiyevka,KZ,43.0369,74.7114,77.04,29,0,11.18,clear sky
560,Baykit,RU,61.67,96.37,51.66,95,16,2.39,few clouds
561,Boa Vista,BR,2.8197,-60.6733,87.78,48,20,4.61,few clouds
562,Lebanon,US,36.2081,-86.2911,90.18,69,0,8.05,clear sky
563,Carman,CA,49.4992,-98.0016,72.9,89,100,4.59,overcast clouds
564,Mae Sai,TH,20.4335,99.8762,74.86,98,100,1.72,overcast clouds
565,Amposta,ES,40.7131,0.581,88.23,62,10,7.11,clear sky
566,Nikolsk,RU,53.7189,46.0712,53.82,85,5,7.07,clear sky
567,Nicolas Bravo,MX,18.45,-88.9167,93.61,41,32,8.97,scattered clouds
568,Nantucket,US,41.2835,-70.0995,87.91,74,0,20.71,clear sky
569,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.68,73,0,11.21,clear sky
570,Muromtsevo,RU,56.3724,75.2418,62.1,76,100,5.3,overcast clouds
571,Gigmoto,PH,13.7796,124.39,81.34,85,31,7.49,light rain
572,Semypolky,UA,50.7167,30.9333,66.94,86,7,2.84,clear sky
573,Spornoye,RU,50.8448,37.2913,57.83,77,53,6.87,broken clouds
574,Springfield,US,37.2153,-93.2982,97.92,43,0,6.91,clear sky
575,Timberlake,US,37.3207,-79.2575,89.89,59,75,6.91,broken clouds
576,Puri,IN,19.8,85.85,82.92,82,100,16.02,overcast clouds
577,Neiafu,TO,-18.65,-173.9833,77.99,75,2,24.11,clear sky
578,Sorong,ID,-0.8833,131.25,77.14,87,100,9.22,light rain
579,Lorengau,PG,-2.0226,147.2712,77.7,86,100,3.24,overcast clouds
580,Mbumi,TZ,-7.9058,39.2105,71.29,84,2,5.57,clear sky
581,Bukachacha,RU,52.9833,116.9167,59.97,72,100,1.57,overcast clouds
582,Tirumullaivasal,IN,11.2333,79.8333,84.43,73,86,13.2,overcast clouds
583,Tabas,IR,33.5959,56.9244,93.49,14,0,17.36,clear sky
584,General Roca,AR,-39.0333,-67.5833,64.62,30,2,15.64,clear sky
585,Skibbereen,IE,51.55,-9.2667,63.1,73,35,12.37,scattered clouds
586,Vale Da Amoreira,PT,39.0697,-7.6985,81.37,35,3,13.33,clear sky
587,Mackenzie,CA,55.2999,-123.1698,62.82,48,75,8.05,broken clouds
588,Karachi,PK,24.9056,67.0822,84.02,79,75,10.36,broken clouds
589,Srednekolymsk,RU,67.45,153.6833,40.95,63,100,9.1,overcast clouds
590,San-Pedro,CI,4.7485,-6.6363,74.23,72,96,7.14,overcast clouds
591,Zhigansk,RU,66.7697,123.3711,38.35,81,85,21.07,overcast clouds
592,Arlit,NE,18.7369,7.3853,80.1,59,96,28.45,light rain
593,Barrhead,GB,55.7992,-4.3929,76.01,75,40,8.05,scattered clouds
594,Uarini,BR,-2.99,-65.1083,90.66,48,38,3.65,scattered clouds
595,Sechura,PE,-5.5569,-80.8222,74.26,59,49,13.47,scattered clouds
596,Kupang,ID,-10.1667,123.5833,71.46,79,15,12.17,few clouds
597,Ankang,CN,32.68,109.0172,65.84,94,92,1.36,overcast clouds
598,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,81,76,5.1,broken clouds
599,Salekhard,RU,66.53,66.6019,58.08,70,0,9.66,clear sky
600,Datong,CN,40.0936,113.2914,68.34,50,86,5.14,overcast clouds
601,Moron,AR,-34.6534,-58.6198,63.0,49,4,5.93,clear sky
602,Yeppoon,AU,-23.1333,150.7333,56.98,78,100,14.61,overcast clouds
603,Laguna,US,38.421,-121.4238,98.94,30,1,7.85,clear sky
604,Saint-Augustin,CA,51.226,-58.6502,63.86,89,100,10.76,overcast clouds
605,Selma,US,36.5708,-119.6121,102.63,33,0,5.75,clear sky
606,Kapuskasing,CA,49.4169,-82.4331,78.64,39,66,3.67,broken clouds
607,Kimbe,PG,-5.5502,150.1429,74.41,93,100,3.06,overcast clouds
608,Batagay,RU,67.6333,134.6333,44.26,86,100,5.97,overcast clouds
609,Khash,IR,28.2211,61.2158,83.23,49,13,3.49,few clouds
610,Kieta,PG,-6.2167,155.6333,76.98,83,14,3.58,light rain
611,Zonguldak,TR,41.25,31.8333,57.67,85,1,0.45,clear sky
612,Najran,SA,17.4924,44.1277,80.64,42,100,9.17,overcast clouds
613,Ayan,RU,56.45,138.1667,56.59,98,100,11.21,light rain
614,Belize,BZ,17.25,-88.75,91.42,43,19,9.1,few clouds
615,Methven,NZ,-43.6333,171.65,39.02,99,100,3.4,overcast clouds
616,Praia,CV,14.9215,-23.5087,78.6,81,100,12.59,overcast clouds
617,Goma,CD,-1.6792,29.2228,67.1,63,83,4.05,broken clouds
618,La Romana,DO,18.4273,-68.9728,90.46,47,29,15.43,scattered clouds
619,Caluquembe,AO,-13.7833,14.6833,60.3,35,1,3.96,clear sky
620,Monforte De Lemos,ES,42.5216,-7.5142,70.57,53,0,8.1,clear sky
621,Mtwara,TZ,-10.2667,40.1833,70.27,86,0,9.64,clear sky
622,Sawtell,AU,-30.3833,153.1,54.19,93,75,12.66,light intensity shower rain
623,Tobane,BW,-21.95,27.9,58.41,72,88,4.56,overcast clouds
624,Chernyshevskiy,RU,63.0128,112.4714,51.53,97,0,5.57,clear sky
625,Eyl,SO,7.9803,49.8164,76.69,75,33,29.95,scattered clouds
626,Smithers,CA,54.7804,-127.1743,61.12,59,75,12.66,broken clouds
627,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,84.63,75,60,1.5,broken clouds
628,Camacha,PT,33.0833,-16.3333,71.02,68,20,12.66,few clouds
629,Chicama,PE,-7.8447,-79.1469,59.54,58,37,8.97,scattered clouds
630,Ouadda,CF,8.0777,22.4007,68.05,98,100,3.56,light rain
631,Arman,RU,59.7,150.1667,54.37,95,67,1.86,broken clouds
632,Martapura,ID,-3.4167,114.85,75.29,94,100,0.0,overcast clouds
633,Marathon,US,44.9,-89.7668,85.24,63,9,3.0,clear sky
634,Touros,BR,-5.1989,-35.4608,79.72,72,26,17.87,scattered clouds
635,Margate,GB,51.3813,1.3862,85.1,53,13,1.01,few clouds
636,Fountain,US,38.6822,-104.7008,98.69,19,40,13.8,scattered clouds
637,Acarau,BR,-2.8856,-40.12,85.77,63,44,17.52,scattered clouds
638,Grindavik,IS,63.8424,-22.4338,57.67,72,0,12.66,clear sky
639,Ryotsu,JP,38.0833,138.4333,75.0,91,31,10.67,scattered clouds
640,Patancheru,IN,17.5314,78.265,77.86,83,34,6.96,scattered clouds
641,Jamui,IN,24.9167,86.2167,90.99,55,100,4.07,overcast clouds
642,Honningsvag,NO,70.9821,25.9704,53.35,87,40,12.66,scattered clouds
643,Poronaysk,RU,49.2167,143.1167,54.28,97,100,2.71,overcast clouds
644,Caohe,CN,30.2297,115.4335,78.31,92,100,5.41,overcast clouds
645,Shatsk,RU,54.0258,41.7119,58.08,73,100,8.03,overcast clouds
646,Sur,OM,22.5667,59.5289,85.59,80,96,8.08,overcast clouds
647,Taga,RO,46.95,24.05,73.72,48,56,5.23,broken clouds
648,Asyut,EG,27.181,31.1837,91.29,19,0,7.81,clear sky
649,Tianpeng,CN,30.9866,103.9393,68.52,83,100,1.72,overcast clouds
650,Sinnamary,GF,5.3833,-52.95,81.77,79,92,9.8,overcast clouds
651,San Javier,ES,37.8063,-0.8374,88.57,72,0,5.75,clear sky
652,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,73,75,17.27,broken clouds
653,Guane,CU,22.2025,-84.0875,92.97,48,54,10.78,broken clouds
654,Agdam,AZ,39.991,46.9274,81.34,42,46,5.03,scattered clouds
655,Kem,RU,64.9555,34.5793,55.42,90,100,15.61,light rain
656,Taldan,RU,53.6667,124.8,59.7,98,43,3.53,scattered clouds
657,Mata Grande,BR,-9.1175,-37.7322,71.87,71,60,11.83,broken clouds
658,Lar,IN,26.2039,83.9717,91.27,55,98,8.05,overcast clouds
659,Hof,DE,50.3167,11.9167,78.03,31,37,0.0,scattered clouds
660,Sainte-Maxime,FR,43.3,6.6333,92.32,64,0,2.66,clear sky
661,Kistarcsa,HU,47.5476,19.2625,80.22,34,0,2.3,clear sky
662,Tevriz,RU,57.509,72.4042,61.03,69,50,3.44,scattered clouds
663,Fuerte Olimpo,PY,-21.0415,-57.8738,94.51,25,14,4.9,few clouds
664,Tavricheskoye,RU,54.5851,73.6395,62.51,60,97,3.51,overcast clouds
665,Ewa Beach,US,21.3156,-158.0072,84.15,58,40,12.66,scattered clouds
666,Risor,NO,58.7206,9.2342,65.28,83,99,7.47,overcast clouds
667,Houma,US,29.5958,-90.7195,94.01,68,40,10.36,scattered clouds
668,Joensuu,FI,62.6012,29.7632,59.49,67,0,10.36,clear sky
669,Nanlong,CN,31.3533,106.0631,67.84,92,61,1.3,broken clouds
670,Semnan,IR,35.5729,53.3971,86.58,27,0,11.3,clear sky
671,Ostersund,SE,63.1792,14.6357,59.61,62,100,3.44,overcast clouds
672,Independence,US,39.0911,-94.4155,99.79,39,0,0.0,clear sky
673,Itarsi,IN,22.6167,77.75,74.52,94,100,11.1,overcast clouds
674,Alangayam,IN,12.6,78.75,78.17,72,100,2.75,overcast clouds
675,Namatanai,PG,-3.6667,152.4333,78.17,79,100,5.55,overcast clouds
676,Port Macquarie,AU,-31.4333,152.9167,46.89,74,100,6.78,overcast clouds
677,Murgab,TM,37.4966,61.9714,89.15,17,0,11.97,clear sky
678,Tura,IN,25.5198,90.2201,74.88,97,100,6.13,overcast clouds
679,Beringovskiy,RU,63.05,179.3167,50.65,91,100,11.45,light rain
680,San Rafael Del Sur,NI,11.8485,-86.4384,85.86,66,55,17.25,broken clouds
681,Orlik,RU,52.5178,99.825,41.0,92,38,3.69,scattered clouds
682,Nurota,UZ,40.5614,65.6886,85.78,21,0,21.07,clear sky
683,Golubitskaya,RU,45.3222,37.2822,66.61,59,0,12.59,clear sky
